client_id,tranche_age,region,abonnement_type,anciennete_mois,mobilite,interets,categorie,prestation,prix,duree_min,niveau,mois,inscription,reinscription,statut
C382,70-79,Auvergne-Rhône-Alpes,Basique,53,Élevée,"loisirs,administratif",Loisirs,Atelier mémoire,46.07,30,Avancé,2025-11,1,0,Annulé
C383,70-79,Île-de-France,Basique,28,Moyenne,santé,Santé,Suivi médical,37.35,30,Facile,2025-10,1,1,Terminé
C384,80+,PACA,Basique,25,Moyenne,"santé,accompagnement",Accompagnement,Aide courses,55.12,90,Facile,2025-08,1,1,Terminé
C385,70-79,Auvergne-Rhône-Alpes,Basique,54,Élevée,"loisirs,administratif",Accompagnement,Transport,47.41,60,Facile,2025-04,1,1,Terminé
C386,80+,PACA,Basique,48,Faible,santé,Santé,Séance kiné,29.51,90,Moyen,2025-05,1,1,Terminé
C387,80+,Auvergne-Rhône-Alpes,Basique,17,Faible,"loisirs,accompagnement,administratif",Santé,Séance kiné,76.4,30,Facile,2025-10,1,1,Confirmé
C388,70-79,PACA,Premium,59,Moyenne,administratif,Administratif,Gestion courrier,31.06,30,Facile,2025-01,1,1,Confirmé
C389,70-79,Bretagne,Premium,42,Faible,"administratif,loisirs",Accompagnement,Visite à domicile,45.97,30,Avancé,2025-12,1,1,Terminé
C390,80+,PACA,Basique,27,Élevée,"santé,accompagnement",Accompagnement,Aide courses,28.57,60,Facile,2025-09,1,1,Terminé
C391,80+,Auvergne-Rhône-Alpes,Premium,34,Faible,"loisirs,accompagnement,administratif",Accompagnement,Transport,24.46,30,Avancé,2025-08,1,0,Terminé
C392,70-79,Bretagne,Basique,8,Faible,"santé,loisirs",Santé,Séance kiné,56.61,90,Moyen,2025-01,1,1,Terminé
C393,70-79,Auvergne-Rhône-Alpes,Premium,38,Élevée,"loisirs,santé",Administratif,Aide démarches,23.34,30,Avancé,2025-12,1,0,Confirmé
C394,60-69,Bretagne,Basique,56,Élevée,"accompagnement,administratif",Administratif,Accès numérique,43.07,90,Facile,2025-09,1,1,Terminé
C395,80+,Auvergne-Rhône-Alpes,Basique,11,Moyenne,loisirs,Santé,Séance kiné,20.55,60,Facile,2025-06,1,0,Terminé
C396,70-79,PACA,Basique,48,Moyenne,"santé,accompagnement",Loisirs,Sortie culturelle,27.88,90,Facile,2025-11,1,1,Confirmé
C397,70-79,PACA,Basique,27,Moyenne,"administratif,loisirs,santé",Loisirs,Atelier créatif,30.38,90,Facile,2025-04,1,1,Confirmé
C398,80+,Île-de-France,Basique,56,Faible,"accompagnement,administratif",Santé,Séance kiné,44.67,60,Moyen,2025-12,1,0,Annulé
C399,70-79,Auvergne-Rhône-Alpes,Basique,54,Moyenne,"santé,administratif",Administratif,Accès numérique,32.66,90,Facile,2025-02,1,1,Terminé
C400,80+,PACA,Basique,60,Faible,accompagnement,Accompagnement,Visite à domicile,37.38,30,Facile,2025-03,1,1,Terminé
C401,60-69,Auvergne-Rhône-Alpes,Basique,37,Élevée,"santé,loisirs,accompagnement",Loisirs,Sortie culturelle,41.52,30,Moyen,2025-04,1,0,Confirmé
C402,70-79,Occitanie,Basique,34,Moyenne,"administratif,loisirs",Santé,Séance kiné,71.97,60,Facile,2025-07,1,0,Terminé
C403,80+,Bretagne,Basique,38,Faible,administratif,Accompagnement,Visite à domicile,29.38,60,Moyen,2025-03,1,1,Terminé
C404,70-79,Bretagne,Basique,41,Moyenne,"loisirs,santé,administratif",Loisirs,Atelier mémoire,38.61,30,Facile,2025-04,1,1,Annulé
C405,70-79,Île-de-France,Basique,5,Moyenne,"santé,administratif,accompagnement",Administratif,Gestion courrier,57.7,90,Moyen,2025-08,1,0,Terminé
C406,70-79,Bretagne,Basique,37,Faible,accompagnement,Santé,Séance kiné,28.0,60,Facile,2025-06,1,1,Terminé
C407,70-79,Bretagne,Basique,58,Élevée,accompagnement,Accompagnement,Transport,38.94,30,Facile,2025-07,1,1,Annulé
C408,70-79,Occitanie,Basique,14,Moyenne,"accompagnement,loisirs,santé",Loisirs,Atelier mémoire,30.24,90,Avancé,2025-03,1,0,Terminé
C409,70-79,PACA,Basique,32,Élevée,"santé,administratif,accompagnement",Santé,Séance kiné,60.86,90,Moyen,2025-03,1,1,Annulé
C410,80+,Auvergne-Rhône-Alpes,Basique,2,Faible,"santé,administratif",Accompagnement,Visite à domicile,23.31,60,Facile,2025-06,1,0,Terminé
C411,70-79,Bretagne,Basique,5,Élevée,"administratif,accompagnement,santé",Administratif,Aide démarches,59.73,60,Facile,2025-10,1,1,Confirmé
C412,70-79,Île-de-France,Basique,2,Élevée,"loisirs,accompagnement,administratif",Santé,Atelier bien-être,64.21,60,Facile,2025-11,1,1,Terminé
C413,70-79,Île-de-France,Basique,37,Faible,"accompagnement,santé,administratif",Accompagnement,Visite à domicile,56.35,60,Facile,2025-09,1,1,Terminé
C414,70-79,Occitanie,Basique,53,Moyenne,"accompagnement,loisirs,santé",Santé,Atelier bien-être,22.94,60,Facile,2025-05,1,1,Terminé
C415,70-79,Bretagne,Basique,50,Faible,"administratif,loisirs,accompagnement",Santé,Suivi médical,27.57,60,Facile,2025-09,1,0,Terminé
C416,70-79,Occitanie,Basique,60,Élevée,administratif,Accompagnement,Visite à domicile,59.62,60,Facile,2025-05,1,1,Terminé
C417,60-69,Île-de-France,Basique,0,Faible,accompagnement,Accompagnement,Transport,30.55,60,Moyen,2025-10,1,0,Confirmé
C418,80+,Occitanie,Basique,39,Faible,accompagnement,Santé,Suivi médical,41.05,30,Moyen,2025-03,1,0,Terminé
C419,60-69,Auvergne-Rhône-Alpes,Basique,38,Élevée,"loisirs,santé",Loisirs,Atelier créatif,72.72,30,Facile,2025-02,1,0,Confirmé
C420,80+,PACA,Basique,31,Moyenne,santé,Accompagnement,Aide courses,54.47,60,Moyen,2025-05,1,1,Confirmé
C421,70-79,Occitanie,Premium,35,Faible,santé,Accompagnement,Visite à domicile,33.76,90,Facile,2025-06,1,1,Terminé
C422,70-79,Auvergne-Rhône-Alpes,Premium,13,Faible,"santé,administratif",Administratif,Accès numérique,33.58,60,Facile,2025-04,1,1,Annulé
C423,80+,PACA,Basique,11,Faible,"loisirs,santé",Accompagnement,Visite à domicile,46.96,90,Facile,2025-10,1,0,Annulé
C424,60-69,Île-de-France,Basique,28,Moyenne,"accompagnement,loisirs",Accompagnement,Aide courses,60.83,60,Facile,2025-01,1,0,Annulé
C425,70-79,Auvergne-Rhône-Alpes,Premium,41,Faible,santé,Santé,Atelier bien-être,20.42,30,Facile,2025-04,1,1,Terminé
C426,60-69,Occitanie,Premium,4,Faible,"administratif,loisirs,accompagnement",Santé,Atelier bien-être,51.3,60,Facile,2025-03,1,1,Annulé
C427,60-69,PACA,Premium,45,Moyenne,"accompagnement,loisirs,administratif",Santé,Séance kiné,36.89,30,Facile,2025-12,1,1,Terminé
C428,80+,PACA,Basique,4,Faible,"loisirs,santé",Loisirs,Atelier mémoire,50.0,90,Facile,2025-07,1,1,Confirmé
C429,70-79,Bretagne,Basique,59,Moyenne,"administratif,loisirs",Accompagnement,Transport,74.61,60,Facile,2025-08,1,1,Terminé
C430,60-69,PACA,Basique,60,Moyenne,"loisirs,accompagnement",Santé,Suivi médical,59.86,90,Moyen,2025-08,1,1,Terminé
C431,70-79,Auvergne-Rhône-Alpes,Basique,49,Faible,"loisirs,administratif,santé",Loisirs,Atelier créatif,36.15,90,Facile,2025-12,1,1,Terminé
C432,60-69,Île-de-France,Basique,21,Élevée,loisirs,Loisirs,Sortie culturelle,23.34,60,Facile,2025-07,1,1,Terminé
C433,60-69,PACA,Premium,45,Élevée,"administratif,santé",Administratif,Gestion courrier,24.9,60,Facile,2025-06,1,0,Terminé
C434,70-79,Occitanie,Basique,21,Élevée,"administratif,santé,loisirs",Accompagnement,Aide courses,30.9,90,Facile,2025-04,1,1,Terminé
C435,70-79,PACA,Basique,2,Faible,"santé,accompagnement,administratif",Accompagnement,Transport,26.57,90,Facile,2025-12,1,0,Annulé
C436,70-79,Bretagne,Premium,27,Moyenne,"loisirs,administratif",Loisirs,Atelier mémoire,44.41,90,Moyen,2025-11,1,0,Annulé
C437,60-69,Occitanie,Basique,40,Faible,"accompagnement,loisirs",Santé,Atelier bien-être,60.82,90,Facile,2025-03,1,1,Terminé
C438,60-69,Bretagne,Basique,25,Élevée,"loisirs,accompagnement",Santé,Séance kiné,76.83,60,Moyen,2025-12,1,1,Terminé
C439,80+,PACA,Premium,11,Moyenne,"santé,administratif",Administratif,Aide démarches,37.35,90,Facile,2025-11,1,1,Terminé
C440,70-79,Bretagne,Premium,59,Faible,"accompagnement,administratif,loisirs",Accompagnement,Transport,22.97,30,Moyen,2025-05,1,0,Terminé
C441,70-79,Bretagne,Basique,49,Faible,santé,Santé,Séance kiné,58.9,90,Avancé,2025-03,1,1,Confirmé
C442,80+,Occitanie,Premium,33,Moyenne,accompagnement,Accompagnement,Aide courses,76.07,30,Facile,2025-06,1,0,Terminé
C443,70-79,PACA,Basique,12,Élevée,"accompagnement,administratif,loisirs",Santé,Séance kiné,46.85,60,Facile,2025-02,1,0,Terminé
C444,80+,Occitanie,Basique,4,Faible,administratif,Loisirs,Sortie culturelle,22.67,90,Facile,2025-10,1,0,Terminé
C445,60-69,Île-de-France,Basique,20,Élevée,accompagnement,Loisirs,Sortie culturelle,70.89,90,Facile,2025-02,1,1,Terminé
C446,80+,PACA,Basique,31,Faible,santé,Accompagnement,Aide courses,51.67,30,Facile,2025-10,1,0,Confirmé
C447,80+,Bretagne,Basique,48,Faible,"santé,administratif,accompagnement",Santé,Suivi médical,77.93,30,Facile,2025-06,1,1,Terminé
C448,60-69,Occitanie,Basique,37,Moyenne,"loisirs,accompagnement",Accompagnement,Visite à domicile,75.02,90,Facile,2025-10,1,0,Terminé
C449,60-69,PACA,Basique,58,Élevée,"administratif,loisirs",Loisirs,Sortie culturelle,31.76,30,Moyen,2025-11,1,1,Terminé
C450,70-79,PACA,Premium,8,Moyenne,"administratif,santé",Santé,Séance kiné,43.0,90,Moyen,2025-07,1,0,Terminé
C451,60-69,Auvergne-Rhône-Alpes,Basique,14,Élevée,"santé,administratif,accompagnement",Santé,Atelier bien-être,75.99,90,Moyen,2025-03,1,0,Terminé
C452,60-69,Bretagne,Basique,17,Faible,"santé,administratif",Accompagnement,Transport,30.49,90,Facile,2025-08,1,1,Confirmé
C453,70-79,Auvergne-Rhône-Alpes,Premium,47,Élevée,"loisirs,accompagnement",Loisirs,Sortie culturelle,47.0,30,Avancé,2025-05,1,1,Terminé
C454,70-79,Île-de-France,Basique,42,Faible,"administratif,santé",Accompagnement,Aide courses,39.9,90,Moyen,2025-01,1,1,Confirmé
C455,70-79,Île-de-France,Basique,5,Faible,"santé,accompagnement",Accompagnement,Visite à domicile,66.96,90,Facile,2025-06,1,1,Annulé
C456,80+,Île-de-France,Premium,39,Moyenne,"administratif,accompagnement,loisirs",Accompagnement,Transport,66.04,60,Facile,2025-02,1,1,Terminé
C457,70-79,Bretagne,Basique,3,Moyenne,administratif,Santé,Séance kiné,53.94,60,Facile,2025-02,1,0,Terminé
C458,80+,Occitanie,Basique,52,Faible,"accompagnement,administratif",Loisirs,Atelier mémoire,53.25,90,Facile,2025-10,1,0,Terminé
C459,70-79,Auvergne-Rhône-Alpes,Basique,22,Élevée,"administratif,santé",Accompagnement,Transport,56.4,30,Moyen,2025-04,1,1,Terminé
C460,80+,Auvergne-Rhône-Alpes,Basique,3,Faible,"loisirs,administratif,santé",Accompagnement,Aide courses,72.97,90,Avancé,2025-03,1,1,Terminé
C461,80+,Occitanie,Premium,42,Faible,santé,Administratif,Gestion courrier,47.17,60,Moyen,2025-07,1,0,Terminé
C462,70-79,Occitanie,Basique,44,Moyenne,"accompagnement,loisirs,administratif",Santé,Suivi médical,26.15,30,Facile,2025-09,1,1,Terminé
C463,80+,Bretagne,Premium,49,Moyenne,"santé,accompagnement",Loisirs,Sortie culturelle,66.98,90,Facile,2025-01,1,1,Terminé
C464,70-79,Occitanie,Basique,31,Moyenne,"loisirs,administratif,accompagnement",Loisirs,Sortie culturelle,36.17,30,Facile,2025-01,1,0,Terminé
C465,70-79,PACA,Basique,50,Moyenne,loisirs,Santé,Atelier bien-être,60.12,30,Facile,2025-12,1,0,Annulé
C466,80+,Occitanie,Basique,25,Faible,santé,Administratif,Accès numérique,58.71,90,Moyen,2025-07,1,1,Confirmé
C467,60-69,Auvergne-Rhône-Alpes,Basique,57,Élevée,"santé,loisirs,accompagnement",Santé,Séance kiné,75.25,60,Moyen,2025-09,1,0,Terminé
C468,60-69,Île-de-France,Basique,16,Moyenne,"accompagnement,administratif,loisirs",Administratif,Accès numérique,29.86,90,Facile,2025-10,1,0,Terminé
C469,80+,Auvergne-Rhône-Alpes,Basique,54,Moyenne,"administratif,accompagnement,loisirs",Santé,Suivi médical,51.8,30,Moyen,2025-07,1,1,Terminé
C470,80+,Bretagne,Premium,21,Faible,loisirs,Accompagnement,Visite à domicile,46.58,60,Facile,2025-08,1,1,Terminé
C471,70-79,Auvergne-Rhône-Alpes,Premium,49,Élevée,santé,Loisirs,Sortie culturelle,44.82,30,Avancé,2025-10,1,1,Annulé
C472,60-69,Île-de-France,Basique,47,Moyenne,accompagnement,Loisirs,Sortie culturelle,73.25,90,Facile,2025-08,1,1,Confirmé
C473,80+,Île-de-France,Basique,25,Faible,"santé,accompagnement,loisirs",Loisirs,Atelier mémoire,66.48,90,Moyen,2025-07,1,1,Confirmé
C474,70-79,Auvergne-Rhône-Alpes,Basique,13,Moyenne,"santé,accompagnement",Loisirs,Atelier créatif,37.29,60,Facile,2025-10,1,0,Terminé
C475,80+,Île-de-France,Premium,58,Faible,"administratif,accompagnement",Administratif,Accès numérique,68.69,60,Avancé,2025-11,1,1,Terminé
C476,80+,PACA,Basique,5,Élevée,"santé,accompagnement",Accompagnement,Visite à domicile,64.98,90,Moyen,2025-05,1,0,Confirmé
C477,60-69,PACA,Basique,42,Moyenne,administratif,Accompagnement,Transport,33.06,30,Facile,2025-08,1,1,Confirmé
C478,70-79,Bretagne,Basique,32,Élevée,"loisirs,accompagnement,administratif",Loisirs,Atelier mémoire,36.76,90,Moyen,2025-07,1,1,Terminé
C479,60-69,Auvergne-Rhône-Alpes,Basique,12,Élevée,"loisirs,accompagnement,santé",Administratif,Accès numérique,48.3,30,Facile,2025-05,1,0,Confirmé
C480,80+,Bretagne,Premium,40,Élevée,"administratif,accompagnement",Administratif,Accès numérique,60.16,30,Facile,2025-02,1,1,Confirmé
C481,80+,Bretagne,Basique,29,Faible,loisirs,Accompagnement,Visite à domicile,64.62,90,Facile,2025-05,1,1,Confirmé
C482,80+,Auvergne-Rhône-Alpes,Basique,45,Moyenne,accompagnement,Santé,Suivi médical,44.2,60,Facile,2025-04,1,0,Confirmé
C483,70-79,Île-de-France,Premium,38,Faible,"loisirs,administratif",Administratif,Gestion courrier,75.2,30,Facile,2025-08,1,1,Terminé
C484,80+,Occitanie,Basique,21,Faible,"loisirs,administratif,accompagnement",Santé,Séance kiné,41.37,60,Facile,2025-03,1,0,Terminé
C485,60-69,Occitanie,Basique,28,Élevée,loisirs,Loisirs,Atelier créatif,51.21,60,Facile,2025-11,1,0,Terminé
C486,80+,Auvergne-Rhône-Alpes,Premium,44,Faible,santé,Accompagnement,Aide courses,42.28,60,Facile,2025-08,1,1,Terminé
C487,70-79,PACA,Premium,45,Faible,"santé,accompagnement",Accompagnement,Transport,69.07,90,Moyen,2025-02,1,0,Confirmé
C488,70-79,Bretagne,Basique,59,Moyenne,"loisirs,santé,accompagnement",Accompagnement,Transport,49.85,30,Avancé,2025-10,1,1,Terminé
C489,70-79,PACA,Basique,40,Faible,"accompagnement,santé",Santé,Atelier bien-être,63.76,30,Moyen,2025-01,1,0,Terminé
C490,80+,Bretagne,Premium,11,Moyenne,"accompagnement,administratif",Santé,Atelier bien-être,72.4,90,Facile,2025-07,1,0,Terminé
C491,60-69,PACA,Basique,37,Élevée,loisirs,Loisirs,Atelier mémoire,51.77,60,Facile,2025-12,1,0,Annulé
C492,80+,PACA,Basique,46,Faible,"administratif,santé",Loisirs,Atelier mémoire,68.53,60,Facile,2025-08,1,1,Terminé
C493,70-79,PACA,Premium,0,Élevée,accompagnement,Loisirs,Sortie culturelle,33.1,60,Avancé,2025-09,1,1,Terminé
C494,60-69,Bretagne,Basique,50,Faible,"accompagnement,administratif,santé",Accompagnement,Visite à domicile,67.2,30,Moyen,2025-02,1,0,Terminé
C495,60-69,Île-de-France,Basique,55,Faible,administratif,Accompagnement,Visite à domicile,28.57,60,Facile,2025-12,1,1,Terminé
C496,70-79,PACA,Basique,59,Moyenne,"loisirs,administratif,accompagnement",Santé,Suivi médical,55.24,90,Avancé,2025-11,1,1,Terminé
C497,80+,Occitanie,Basique,32,Faible,"accompagnement,loisirs",Accompagnement,Aide courses,53.59,30,Avancé,2025-10,1,1,Terminé
C498,80+,Occitanie,Basique,39,Faible,accompagnement,Accompagnement,Transport,41.3,90,Moyen,2025-04,1,1,Terminé
C499,80+,PACA,Premium,47,Moyenne,"accompagnement,administratif,loisirs",Santé,Suivi médical,39.01,90,Facile,2025-07,1,1,Confirmé
C500,70-79,Bretagne,Basique,27,Faible,"accompagnement,loisirs,administratif",Accompagnement,Transport,77.47,30,Moyen,2025-02,1,0,Confirmé
